Approved Symbol	Synonyms	Chromosome	Entrez Gene ID	Gene Family Name
ADCY10	SAC, Sacy, SACI, HCA2, RP1-313L4.2	1q24	55811	Adenylate cyclases
ADCY10P1		6p21.1	221442	
ADCYAP1	PACAP	18p11	116	Endogenous ligands
ADCYAP1R1	PAC1, PACAPR, PAC1R	7p14.3	117	Vasoactive intestinal peptide receptor family
ADD1		4p16.3	118	
ADD2	ADDB	2p13.3	119	
ADD3		10q25.2	120	
ADD3-AS1		10q25.1	100505933	
ADFN		Xq26.3-q27.1	122	
ADGB	FLJ23121, dJ408K24.1, CAPN16	6q24.2	79747	Calpains
ADGRA1	KIAA1828	10q26	84435	Adhesion G protein-coupled receptors, subfamily A
ADGRA1-AS1		10q26.3		
ADGRA2	TEM5, DKFZp434C211, DKFZp434J0911, KIAA1531, FLJ14390	8p11.22	25960	Adhesion G protein-coupled receptors, subfamily A|Immunoglobulin-like domain containing
ADGRA3	FLJ38547, PGR21	4p15.31	166647	I-set domain containing|Adhesion G protein-coupled receptors, subfamily A
ADGRB1		8q24.3	575	Adhesion G protein-coupled receptors, subfamily B
ADGRB2		1p35	576	Adhesion G protein-coupled receptors, subfamily B
ADGRB3	KIAA0550	6q12	577	Adhesion G protein-coupled receptors, subfamily B
ADGRD1	DKFZp434B1272, PGR25	12q24.33	283383	Adhesion G protein-coupled receptors, subfamily D
ADGRD2	PGR24	9q34.11	347088	Adhesion G protein-coupled receptors, subfamily D
ADGRE1		19p13.3	2015	Adhesion G protein-coupled receptors, subfamily E
ADGRE2	CD312	19p13.12	30817	CD molecules|Adhesion G protein-coupled receptors, subfamily E
ADGRE3		19p13.12	84658	Adhesion G protein-coupled receptors, subfamily E
ADGRE4P	PGR16	19p13.2	326342	Adhesion G protein-coupled receptors, subfamily E
ADGRE5	TM7LN1	19p13.12	976	CD molecules|Adhesion G protein-coupled receptors, subfamily E
ADGRF1	hGPCR36, PGR19	6p21.1	266977	Adhesion G protein-coupled receptors, subfamily F
ADGRF2	hGPCR35, PGR20	6p12.3	222611	Adhesion G protein-coupled receptors, subfamily F
ADGRF3	hGPCR37, PGR23	2p24.1	165082	Adhesion G protein-coupled receptors, subfamily F
ADGRF4	FLJ38076, PGR18	6p12.3	221393	Adhesion G protein-coupled receptors, subfamily F
ADGRF5	DKFZp564O1923, KIAA0758	6p12.3	221395	I-set domain containing|Adhesion G protein-coupled receptors, subfamily F|Immunoglobulin-like domain containing
ADGRF5P1		9q13	389740	
ADGRF5P2		9p11.1	441416	
ADGRG1	TM7LN4, TM7XN1	16q21	9289	Adhesion G protein-coupled receptors, subfamily G
ADGRG2	HE6, TM7LN2, EDDM6	Xp22.13	10149	Adhesion G protein-coupled receptors, subfamily G
ADGRG3	Pb99, PGR26	16q13	222487	Adhesion G protein-coupled receptors, subfamily G
ADGRG4	RP1-299I16, PGR17	Xq26.3	139378	Adhesion G protein-coupled receptors, subfamily G
ADGRG5	PGR27	16q13	221188	Adhesion G protein-coupled receptors, subfamily G
ADGRG6	FLJ14937	6q24.2	57211	Adhesion G protein-coupled receptors, subfamily G
ADGRG7	FLJ14454	3q12.3	84873	Adhesion G protein-coupled receptors, subfamily G
ADGRL1	KIAA0821, CIRL1, LEC2	19p13.2	22859	Adhesion G protein-coupled receptors, subfamily L
ADGRL2	KIAA0786, LEC1	1p31.1	23266	Adhesion G protein-coupled receptors, subfamily L
ADGRL3	KIAA0768, LEC3	4q13.1	23284	Adhesion G protein-coupled receptors, subfamily L
ADGRL3-AS1		4q13.1	101927186	
ADGRL4	ETL	1p33-p32	64123	Adhesion G protein-coupled receptors, subfamily L
ADGRV1	DKFZp761P0710, KIAA0686, FEB4, VLGR1	5q13	84059	Adhesion G protein-coupled receptors, subfamily V
ADH1A		4q23	124	Alcohol dehydrogenases
ADH1B		4q23	125	Alcohol dehydrogenases
ADH1C		4q23	126	Alcohol dehydrogenases
ADH4	ADH-2	4q23	127	Alcohol dehydrogenases
ADH5	ADH-3, ADHX	4q23	128	Alcohol dehydrogenases
ADH5P2		1p31.1	343296	
ADH5P3		1q43	100131810	
ADH5P4	bA707M13.2	6q12	642443	
ADH6	ADH-5	4q23	130	Alcohol dehydrogenases
ADH7	ADH-4	4q23-q24	131	Alcohol dehydrogenases
ADHFE1	ADHFe1, FLJ32430	8q12.3	137872	Alcohol dehydrogenases
ADI1	SIPL, MTCBP-1, ARD, APL1, FLJ10913, HMFT1638, mtnD	2p25.2	55256	
ADIG	MGC39724, SMAF1, RP5-1100H13.2	20q11.23	149685	
ADIPOQ	ACRP30, AdipoQ, apM1, GBP28, adiponectin	3q27	9370	Endogenous ligands
ADIPOQ-AS1		3q27.3	100874095	
ADIPOR1	PAQR1, ACDCR1	1q32.1	51094	Adiponectin receptors|Progestin and adipoQ receptor family
ADIPOR1P1		10p12.31	645220	
ADIPOR1P2		14q32.13	390503	
ADIPOR2	PAQR2, ACDCR2	12p13	79602	Adiponectin receptors|Progestin and adipoQ receptor family
ADIRF	APM2, AFRO	10q23.31	10974	
ADIRF-AS1		10q23.2	100133190	
ADK	AK	10q22.2	132	
ADM	AM	11p15.4	133	Endogenous ligands
ADM2	AM2, FLJ21135	22q13.33	79924	Endogenous ligands
ADM5	AM5	19q13.33	199800	
ADNP	KIAA0784, ADNP1	20q13.13	23394	ZF class homeoboxes and pseudogenes
ADNP-AS1		20q13.13	101927631	
ADNP2	KIAA0863	18q23	22850	ZF class homeoboxes and pseudogenes|Zinc fingers, C2H2-type
ADO	FLJ14547	10q21.3	84890	
ADORA1	RDC7	1q32.1	134	Adenosine receptors
ADORA2A	RDC8	22q11.23	135	Adenosine receptors
ADORA2A-AS1	FLJ34651	22q11.23	646023	
ADORA2B		17p12	136	Adenosine receptors
ADORA2BP1		1q32.2	137	
ADORA3	AD026	1p13.2	140	Adenosine receptors|V-set domain containing
ADPGK	DKFZp434B195, ADP-GK	15q24.1	83440	
ADPGK-AS1		15q24.1	100287559	
ADPRH	ARH1	3q13.31-q13.33	141	
ADPRHL1	ARH2	13q34	113622	
ADPRHL2	ARH3, FLJ20446	1p34.3	54936	
ADPRM	MDS006	17p13.1	56985	
ADRA1A	ADRA1L1	8p21.2	148	Adrenoceptors
ADRA1B		5q33.3	147	Adrenoceptors
ADRA1D	ADRA1R, ADRA1A, ADRA1	20p13	146	Adrenoceptors
ADRA2A	ADRAR	10q25.2	150	Adrenoceptors
ADRA2B	ADRARL1	2q11.2	151	Adrenoceptors
ADRA2C	ADRARL2	4p16.3	152	Adrenoceptors
ADRB1		10q25.3	153	Adrenoceptors
ADRB2	ADRBR, BAR, B2AR	5q31-q32	154	Adrenoceptors
ADRB3		8p11.23	155	Adrenoceptors
ADRBK1	GRK2, BARK1	11q13	156	Pleckstrin homology domain containing
ADRBK2	GRK3, BARK2	22q11	157	Pleckstrin homology domain containing
ADRM1	GP110, Rpn13, ARM1	20q13.33	11047	
ADSL		22q13.1	158	
ADSS		1q44	159	
ADSSL1	FLJ38602	14q32.33	122622	
ADTRP	dJ413H6.1, AIG1L	6p24.1	84830	
AEBP1	ACLP	7p	165	
AEBP2	MGC17922	12p12.3	121536	
AEN	FLJ12484, FLJ12562	15q26.1	64782	Exonucleases
AES	GRG5, TLE5	19p13.3	166	
AF8T		3		
AFA		reserved		
AFAP1	AFAP-110, AFAP	4p16	60312	Pleckstrin homology domain containing
AFAP1-AS1	MGC10981	4p16.1	84740	
AFAP1L1	FLJ36748	5q33.1	134265	Pleckstrin homology domain containing
AFAP1L2	FLJ14564, Em:AC005383.4, XB130	10q26.11	84632	Pleckstrin homology domain containing
AFD1		9q32		
AFF1	AF-4, AF4	4q21.3	4299	AF4/FMR2 family
AFF2	FRAXE	Xq28	2334	AF4/FMR2 family
AFF2-IT1		Xq28		
AFF3	MLLT2-like	2q11.2-q12	3899	AF4/FMR2 family
AFF4	AF5Q31, MCEF	5q31	27125	AF4/FMR2 family
AFG3L1P		16q24.3	172	AAA ATPases (ATPases associated with diverse cellular activities)
AFG3L2	SPAX5	18p11.21	10939	AAA ATPases (ATPases associated with diverse cellular activities)
AFG3L2P1		8p11.1	347028	
AFM	ALB2, ALBA	4q13.3	173	
AFMID	DKFZp686F03259, KF	17q25.3	125061	
AFP	FETA	4q13.3	174	
AFTPH	MGC33965, FLJ20080, FLJ23793, Nbla10388	2p14	54812	
AGA	ASRG	4q34.3	175	
AGAP1	KIAA1099, GGAP1	2q37	116987	Ankyrin repeat domain containing|Pleckstrin homology domain containing|ArfGAPs
AGAP1-IT1		2q37.2	100506749	
AGAP2		12q13.2	116986	Ankyrin repeat domain containing|Pleckstrin homology domain containing|ArfGAPs
AGAP2-AS1	LOC100130776, PUNISHER	12q14.1	100130776	
AGAP3		7q36.1	116988	Ankyrin repeat domain containing|Pleckstrin homology domain containing|ArfGAPs
AGAP4	Em:AC012044.1, MRIP2	10q11.21	119016	Ankyrin repeat domain containing|Pleckstrin homology domain containing|ArfGAPs
AGAP5	Em:AC073389.1	10q22.2	729092	Ankyrin repeat domain containing|Pleckstrin homology domain containing|ArfGAPs
AGAP6	bA324H6.1	10q11.23	414189	Ankyrin repeat domain containing|Pleckstrin homology domain containing|ArfGAPs
AGAP7P	bA109G10.1	10q11.22	653268	Ankyrin repeat domain containing|Pleckstrin homology domain containing|ArfGAPs
AGAP9	bA301J7.2, FLJ00312	10q11.22	642517	Ankyrin repeat domain containing|Pleckstrin homology domain containing|ArfGAPs
AGAP10P	bA358L16.1, bA144G6.2	10q11.22	653234	ArfGAPs
AGAP11	KIAA1975	10q23.2	119385	Ankyrin repeat domain containing|ArfGAPs
AGAP12P	bA164N7.2	10q11.22	414224	ArfGAPs
AGAP13P	bA548K23.1	10q11.22	728005	ArfGAPs
AGAP14P	bA145E20.1	10q11.22	653259	ArfGAPs
AGBL1	FLJ32310, CCP4	15q25.3	123624	
AGBL1-AS1		15q25.3	727915	
AGBL2	FLJ23598, CCP2	11p11.2	79841	
AGBL3	MGC32955, CCP3	7q33	340351	
AGBL4	FLJ14442, CCP6	1p33	84871	
AGBL4-IT1		1p33		
AGBL5	FLJ21839, CCP5	2p23.3	60509	
AGBL5-AS1		2p23.3		
AGBL5-IT1		2p23.3		
AGER	RAGE	6p21.3	177	C2-set domain containing|Immunoglobulin-like domain containing
AGFG1	RIP, RAB	2q36	3267	ArfGAPs
AGFG2	RABR	7q22.1	3268	ArfGAPs
AGGF1	VG5Q, HSU84971, FLJ10283, GPATC7, GPATCH7	5q13.3	55109	G-patch domain containing
AGGF1P1		4q35.2	100132380	
AGGF1P2		10q26.3	644435	
AGGF1P3		3p12.3	391552	
AGGF1P4		16p11.1	100129351	
AGGF1P5		16p11.1	100128103	
AGGF1P6		16p11.1		
AGGF1P7		16p11.1	100132606	
AGGF1P8		16p11.2	100128804	
AGGF1P9		16p11.1	100127958	
AGGF1P10		20q11.1	100288774	
AGK	FLJ10842	7q34	55750	
AGKP1	AGKY1	Yq11.21	359793	
AGL		1p21	178	
AGMAT	FLJ23384	1p36.13	79814	
AGMO	FLJ16237	7p21.1	392636	Fatty acid hydroxylase domain containing
AGMX2		Xp22		
AGO1	hAGO1	1p34.3	26523	Argonaute/PIWI family
AGO2	hAGO2, Q10	8q24.3	27161	Argonaute/PIWI family
AGO3	hAGO3, FLJ12765	1p34	192669	Argonaute/PIWI family
AGO4	hAGO4, KIAA1567, FLJ20033	1p34	192670	Argonaute/PIWI family
AGPAT1	LPAAT-alpha	6p21.3	10554	1-acylglycerol-3-phosphate O-acyltransferases
AGPAT2	LPAAT-beta	9q34.3	10555	1-acylglycerol-3-phosphate O-acyltransferases
AGPAT3	LPAAT-gamma	21q22.3	56894	1-acylglycerol-3-phosphate O-acyltransferases
AGPAT4	LPAAT-delta, dJ473J16.2	6q25.3	56895	1-acylglycerol-3-phosphate O-acyltransferases
AGPAT4-IT1	FLJ23112	6q25.3	79992	
AGPAT5	FLJ11210, LPAAT-e, LPAAT-epsilon	8p23.1	55326	1-acylglycerol-3-phosphate O-acyltransferases
AGPAT5P1		Yp11.2	646231	
AGPS	ADHAPS, ADAS, ALDHPSY, ADPS, ADAP-S	2q	8540	
AGR2	XAG-2, HAG-2, AG2, PDIA17	7p21.3	10551	Protein disulfide isomerases
AGR3	HAG3, hAG-3, BCMP11, PDIA18	7p21.1	155465	Protein disulfide isomerases
AGRN	AGRIN	1p36.33	375790	Proteoglycans
AGRP	Agrt, ART, ASIP2	16q22	181	Endogenous ligands
AGT		1q42.2	183	Serpin peptidase inhibitors|Endogenous ligands
AGTPBP1	KIAA1035, Nna1, CCP1	9q21.33	23287	
AGTR1	AT1, AT2R1, AGTR1A, AT2R1A, HAT1R, AG2S, AT2R1B, AT1B	3q24	185	Angiotensin receptors
AGTR2	AT2, MRX88	Xq22-q23	186	Angiotensin receptors|X-linked mental retardation
AGTRAP	ATRAP	1p36.22	57085	
AGXT	AGXT1, PH1, AGT, SPT, AGT1	2q37.3	189	
AGXT2	AGT2	5p13	64902	
AHCTF1	ELYS	1q44	25909	Nucleoporins
AHCTF1P1	ELYS-like	2q24.2	285116	
AHCY	SAHH	20q11.22	191	
AHCYL1	XPVKONA, IRBIT, PPP1R78	1p13	10768	Protein phosphatase 1 regulatory subunits
AHCYL2	KIAA0828	7q32.1	23382	
AHCYP1		10q11.22	340844	
AHCYP2		9q33.2	392387	
AHCYP3		2q12.1	402093	
AHCYP4		2q22.1	129560	
AHCYP5		2q32.3	391470	
AHCYP6		11q14.1	100419714	
AHCYP7		15q21.2	645486	
AHCYP8		1q44		
AHDC1	DJ159A19.3, RP1-159A19.1	1p36.13	27245	
AHI1	FLJ20069, ORF1, JBTS3	6q23.2	54806	WD repeat domain containing
AHNAK	MGC5395	11q12-q13	79026	
AHNAK2		14q32.33	113146	
AHR	bHLHe76	7p15	196	Basic helix-loop-helix proteins
AHRR	KIAA1234, bHLHe77	5p15.33	57491	Basic helix-loop-helix proteins
AHSA1	p38, Aha1	14q24.3	10598	
AHSA2	DKFZp564C236, Hch1	2p14	130872	
AHSG	FETUA, A2HS, HSGA	3q27.3	197	Cystatins, type 4
AHSP	EDRF	16p11.1	51327	
AIC		Xp22	192	
AICDA	HIGM2, CDA2, ARP2, AID	12p13	57379	Apolipoprotein B mRNA editing enzyme, catalytic polypeptides
AIDA	FLJ12806	1q41	64853	
AIF1	IRT-1, AIF-1, Em:AF129756.17, IBA1	6p21.3	199	EF-hand domain containing
AIF1L	IBA2, FLJ12783	9q34.13-q34.3	83543	EF-hand domain containing
AIFM1	AIF, CMTX4	Xq26.1	9131	
AIFM1P1		10p12.31	645120	
AIFM2	FLJ14497, PRG3	10q22.2	84883	
AIFM3	AIFL, FLJ30473	22q11.21	150209	
AIG1	dJ95L4.1, AIG-1, FLJ10485	6q24.1	51390	
AIG1P1		5p13.1		
AIH3		Xq22-q28		
AIM1	CRYBG1	6q21	202	
AIM1L	CRYBG2, FLJ38020	1p35	55057	
AIM2	PYHIN4	1q22	9447	Pyrin and HIN domain family
AIMP1	EMAPII, EMAP-2, p43	4q24	9255	
AIMP1P1	bA400P21.1	20p12.1	170547	Functional pseudogenes
AIMP1P2		1q24.3	100873064	Functional pseudogenes
AIMP2	p38, PRO0992, JTV-1, JTV1	7p22.1	7965	
AIP	XAP2, ARA9, FKBP16	11q13.3	9049	FKBP prolyl isomerases
AIPL1		17p13.1	23746	FKBP prolyl isomerases
AIRE	PGA1, APS1	21q22.3	326	PHD finger proteins
AIRN	AIR, NCRNA00088, IGF2RAS, IGF2R-AS1	6q25.3	100271873	Long non-coding RNAs
AIS1		1p33-p31		
AIS2		7q11.22	378426	
AIS3		8	378427	
AJAP1	SHREW1, SHREW-1, MOT8	1p36.32	55966	
AJUBA	MGC15563	14q11.2	84962	
AK1		9q34.1	203	Adenylate kinases
AK2		1p35.1	204	Adenylate kinases
AK2P1	AK2B	1p32.1	266920	
AK2P2		2p23.1	339736	
AK3	AKL3L1	9p24.1	50808	Adenylate kinases
AK3P2	HsT26053	8q24.3	100419074	
AK3P3		7p15.3	100419075	
AK3P4		5q22.3	100129959	
AK3P5		10p11.22	100288319	
AK3P6		12q24.33	100873789	
AK4		1p31.3	205	Adenylate kinases
AK4P1		17q11.2	206	
AK4P2		5q11.2	100132104	
AK4P3	AK3L2P	12p11.22	645619	
AK4P4		9p24.1	100128705	
AK4P5		6q14.1	100526416	
AK4P6		4q31.3	649288	
AK5		1p31	26289	Adenylate kinases
AK6	CINAP	5q13.2	102157402	Adenylate kinases
AK6P1		12p11.1	100132086	
AK6P2		12q12	100128817	
AK7	FLJ32864	14q32.31	122481	Adenylate kinases
AK8	FLJ32704	9q34.13	158067	Adenylate kinases
AK9	FLJ42177, FLJ25791, dJ70A9.1, MGC26954	6q21	221264	Adenylate kinases
AKAP1	AKAP121, AKAP149, SAKAP84, S-AKAP84, AKAP84, D-AKAP1, PPP1R43, TDRD17	17q22	8165	A-kinase anchoring proteins|Protein phosphatase 1 regulatory subunits|Tudor domain containing
AKAP2	AKAP-KL, KIAA0920, DKFZp564L0716	9q31.3	11217	A-kinase anchoring proteins
AKAP3	FSP95, SOB1, AKAP110, CT82	12p13.32	10566	A-kinase anchoring proteins
AKAP4	p82, hAKAP82, AKAP82, Fsc1, HI, CT99	Xp11.2	8852	A-kinase anchoring proteins
AKAP5	AKAP75, AKAP79	14q23.3	9495	A-kinase anchoring proteins
AKAP6	KIAA0311, mAKAP, AKAP100, PRKA6, ADAP6	14q12	9472	A-kinase anchoring proteins
AKAP7	AKAP18, AKAP15	6q23.2	9465	A-kinase anchoring proteins
AKAP8	AKAP95, DKFZp586B1222	19p13.12	10270	A-kinase anchoring proteins
AKAP8L	NAKAP95, HAP95	19p13.12	26993	
AKAP8P1		9p23	646114	
AKAP9	KIAA0803, AKAP350, AKAP450, CG-NAP, YOTIAO, HYPERION, PRKA9, MU-RMS-40.16A, PPP1R45, LQT11	7q21-q22	10142	A-kinase anchoring proteins|Protein phosphatase 1 regulatory subunits
AKAP10	D-AKAP2, PRKA10, MGC9414	17p11.1	11216	A-kinase anchoring proteins
AKAP11	KIAA0629, AKAP220, PRKA11, FLJ11304, DKFZp781I12161, PPP1R44	13q	11215	A-kinase anchoring proteins|Protein phosphatase 1 regulatory subunits
AKAP12	AKAP250, SSeCKS	6q24-q25	9590	A-kinase anchoring proteins
AKAP13	Ht31, BRX, AKAP-Lbc, c-lbc, PROTO-LB, HA-3, ARHGEF13	15q25.3	11214	A-kinase anchoring proteins|Rho guanine nucleotide exchange factors|Pleckstrin homology domain containing|Minor histocompatibility antigens
AKAP14	AKAP28	Xq24	158798	A-kinase anchoring proteins
AKAP17A	XE7, XE7Y, DXYS155E, MGC39904, 721P, CCDC133	Xp22.33 and Yp11.32	8227	A-kinase anchoring proteins|Pseudoautosomal region 1
AKAP17BP		Xq24	139516	A-kinase anchoring proteins
AKIP1	BCA3	11p15.3	56672	
AKIRIN1	FLJ12666	1p34.3	79647	
AKIRIN1P1		12q21.31	100418731	
AKIRIN1P2		Xq12		
AKIRIN2	FLJ10342, dJ486L4.2	6q15	55122	
AKIRIN2P1		4q31.23	100216487	
AKNA	KIAA1968	9q32	80709	
AKNAD1	MGC26989	1p13.3	254268	
AKR1A1	ALR, DD3	1p33-p32	10327	Aldo-keto reductases
AKR1B1	AR	7q35	231	Aldo-keto reductases
AKR1B1P1		1q42.12	401982	
AKR1B1P2		3p12.3	236	
AKR1B1P3		11p15.1	729347	
AKR1B1P4		13q14.12	390402	
AKR1B1P5		14q23.1	390482	
AKR1B1P6		18p11.22	100129769	
AKR1B1P7		19q13.11	126242	
AKR1B1P8		Xq23	392525	
AKR1B10	AKR1B12, ARL-1, HIS, ARL1, HSI, ALDRLn	7q33	57016	Aldo-keto reductases
AKR1B10P1		10q21.3	340888	
AKR1B10P2		18q22.1	643582	
AKR1B15		7q33	441282	Aldo-keto reductases
AKR1C1	DDH, MBAB, DD1, HAKRC	10p15-p14	1645	Aldo-keto reductases
AKR1C2	DD, BABP, DD2, HAKRD, MCDR2	10p15-p14	1646	Aldo-keto reductases
AKR1C3	KIAA0119, DDX, HAKRB, PGFS	10p15-p14	8644	Aldo-keto reductases
AKR1C4	DD4, HAKRA, C11, 3-alpha-HSD, CDR, MGC22581	10p15.1	1109	Aldo-keto reductases
AKR1C5P		10p15.1	100996684	
AKR1C6P	TAKR	10p15.1	389932	
AKR1C7P		10p15.1	648947	
AKR1C8P		10p15.1	340811	
AKR1D1		7q32-q33	6718	Aldo-keto reductases
AKR1D1P1		1q24.2	80701	
AKR1E2	MGC10612	10p15.2	83592	Aldo-keto reductases
AKR7A2	AFAR	1p36.13	8574	Aldo-keto reductases
AKR7A2P1	AFARP1	1p13.2	246182	
AKR7A3		1p36.13	22977	Aldo-keto reductases
AKR7L	AFAR3	1p36.1-p35	246181	
AKT1	RAC, PKB, PRKBA, AKT	14q32.33	207	Pleckstrin homology domain containing
AKT1S1	PRAS40, MGC2865, Lobe	19q13.33	84335	
AKT2		19q13.1-q13.2	208	Pleckstrin homology domain containing
AKT3	PKBG, RAC-gamma, PRKBG	1q44	10000	Pleckstrin homology domain containing
AKT3-IT1		1q44		
AKTIP	FLJ13258	16q12.2	64400	Ubiquitin-conjugating enzymes E2
ALAD	ALADH, PBGS	9q32	210	
ALAS1		3p21	211	
ALAS2		Xp11.21	212	
ALB		4q13.3	213	
ALCAM	CD166, MEMD	3q13.1	214	C2-set domain containing|CD molecules|V-set domain containing|Immunoglobulin-like domain containing
ALDH1A1	RALDH1	9q21.13	216	Aldehyde dehydrogenases
ALDH1A2	RALDH2	15q21.2	8854	Aldehyde dehydrogenases
ALDH1A3	RALDH3	15q26.3	220	Aldehyde dehydrogenases
ALDH1B1	ALDHX	9p13	219	Aldehyde dehydrogenases
ALDH1L1	10-fTHF	3q21.2	10840	Aldehyde dehydrogenases
ALDH1L1-AS1		3q21.3		
ALDH1L1-AS2		3q21.3		
ALDH1L2	FLJ38508, mtFDH	12q23.3	160428	Aldehyde dehydrogenases
ALDH2		12q24.12	217	Aldehyde dehydrogenases
ALDH3A1		17p11.2	218	Aldehyde dehydrogenases
ALDH3A2	FALDH	17p11.2	224	Aldehyde dehydrogenases
ALDH3B1		11q13	221	Aldehyde dehydrogenases
ALDH3B2		11q13.2	222	Aldehyde dehydrogenases
ALDH4A1	P5CDh	1p36	8659	Aldehyde dehydrogenases
ALDH5A1	SSADH, SSDH	6p22	7915	Aldehyde dehydrogenases
ALDH6A1		14q24.3	4329	Aldehyde dehydrogenases
ALDH7A1	EPD, PDE	5q31	501	Aldehyde dehydrogenases
ALDH7A1P1		5q14	541	
ALDH7A1P2		2q31.1	542	
ALDH7A1P3		7q36	543	
ALDH7A1P4		10q21.3	544	
ALDH8A1	ALDH12	6q24.1-q25.1	64577	Aldehyde dehydrogenases
ALDH9A1	E3	1q24.1	223	Aldehyde dehydrogenases
ALDH16A1	MGC10204	19q13.33	126133	Aldehyde dehydrogenases
ALDH18A1	P5CS	10q24.1	5832	Aldehyde dehydrogenases
ALDOA		16p11.2	226	
ALDOAP1		3p21.1	391538	
ALDOAP2		10q26.13	228	
ALDOB		9q21.3-q22.2	229	
ALDOC		17q11.2	230	
ALG1	HMT-1, HMAT1	16p13.3	56052	Glycosyl transferases group 1 domain containing
ALG1L	ALG1L1	3q21.2	200810	Glycosyl transferases group 1 domain containing
ALG1L2		3q22.1	644974	Glycosyl transferases group 1 domain containing
ALG1L3P		4p16.1	100132066	
ALG1L5P		7p22.1	647415	
ALG1L6P		3p12.3	339879	
ALG1L7P		4p16.3	728263	
ALG1L8P		11q13.2	645015	
ALG1L9P		11q13.4	285407	
ALG1L10P		12p13.31		
ALG1L11P		8p23.1		
ALG1L12P		8p23.1	100421097	
ALG1L13P		8p23.1		
ALG1L14P		4p16.1	100996649	
ALG1L15P		3q25.31	730086	
ALG2	CDGIi, FLJ14511, hALPG2, NET38	9q31.1	85365	Glycosyl transferases group 1 domain containing
ALG3	NOT56L, Not56, CDGS4, D16Ertd36e	3q27.3	10195	Dolichyl D-mannosyl phosphate dependent mannosyltransferases
ALG3P1		5p15.32	442131	
ALG5	bA421P11.2	13q13.1	29880	Glycosyltransferase family 2
ALG6		1p31.3	29929	Alpha-1,3-glucosyltransferases
ALG8	MGC2840	11q14.1	79053	Alpha-1,3-glucosyltransferases
ALG9		11q23	79796	Dolichyl D-mannosyl phosphate dependent mannosyltransferases
ALG9-IT1		11q23.1		
ALG10	FLJ14751, DIE2, ALG10A	12p11.21	84920	Alpha-1,2-glucosyltransferases
ALG10B	KCR1	12q12	144245	Alpha-1,2-glucosyltransferases
ALG11	KIAA0266	13q14.3	440138	Glycosyl transferases group 1 domain containing
ALG12	ECM39	22q13.33	79087	Dolichyl D-mannosyl phosphate dependent mannosyltransferases
ALG13	MDS031, YGL047W, FLJ23018, TDRD13	Xq23	79868	UDP-N-acetylglucosaminyltransferase subunits|OTU domain containing|Tudor domain containing
ALG13-AS1		Xq23		
ALG14	MGC19780	1p21.3	199857	UDP-N-acetylglucosaminyltransferase subunits
ALK	CD246	2p23	238	CD molecules|Receptor Tyrosine Kinases
ALKBH1	hABH, alkB, ABH	14q24	8846	Alkylation repair homologs
ALKBH2	MGC90512, ABH2	12q24.11	121642	Alkylation repair homologs
ALKBH3	DEPC-1	11p11.2	221120	Alkylation repair homologs
ALKBH3-AS1		11p11.2	100507300	
ALKBH4	FLJ20013	7q22.1	54784	Alkylation repair homologs
ALKBH5	FLJ20308	17p11.2	54890	Alkylation repair homologs
ALKBH6	MGC15677	19q13.12	84964	Alkylation repair homologs
ALKBH7	MGC10974	19p13.3	84266	Alkylation repair homologs
ALKBH8	MGC10235, TRM9, TRMT9	11q22.3	91801	Alkylation repair homologs|RNA binding motif containing
ALLC	ALC	2p25.3	55821	
ALMS1	KIAA0328	2p13.1	7840	
ALMS1-IT1		2p13.1	100874291	
ALMS1P1		2p13.2	200420	
ALOX5	5-LOX	10q11.2	240	Arachidonate lipoxygenases
ALOX5AP	FLAP	13q12	241	
ALOX12	12S-LOX	17p13.1	239	Arachidonate lipoxygenases
ALOX12-AS1		17p13.1	100506713	
ALOX12B	12R-LOX	17p13.1	242	Arachidonate lipoxygenases
ALOX12P1		17q11.2	243	
ALOX12P2		17p13.1	245	
ALOX15	15-LOX-1	17p13.3	246	Arachidonate lipoxygenases
ALOX15B	15-LOX-2	17p13.1	247	Arachidonate lipoxygenases
ALOX15P1		17p13.1	100652883	
ALOX15P2		9q22.31	642959	
ALOXE3	eLOX3, E-LOX	17p13.1	59344	Arachidonate lipoxygenases
ALOXE3P1		17p13.1	100420216	
ALPI		2q37.1	248	Alkaline phosphatases
ALPK1	Lak, FLJ22670, KIAA1527	4q26	80216	
ALPK2	HAK	18q21.31	115701	I-set domain containing
ALPK3	MAK, KIAA1330, Midori	15q25.2	57538	I-set domain containing|Immunoglobulin-like domain containing
ALPL	TNSALP	1p36.12	249	Alkaline phosphatases
ALPP		2q37.1	250	Alkaline phosphatases
ALPPL2		2q37	251	Alkaline phosphatases
ALPPP		2q37.1		
ALS2		2q33.1	57679	Rho guanine nucleotide exchange factors|VPS9 domain containing
ALS2CL	FLJ36525, RN49018, DKFZp686I0110	3p21.31	259173	VPS9 domain containing
ALS2CR11	FLJ25351	2q33	151254	
ALS2CR12		2q33.1	130540	
ALS3		18q21		
ALS5		15q15.1-q21.1		
ALS7		20p13	406238	
ALX1		12q21.31	8092	PRD class homeoboxes and pseudogenes
ALX3		1p13.3	257	PRD class homeoboxes and pseudogenes
ALX4	FPP, PFM, KIAA1788	11p11.2	60529	PRD class homeoboxes and pseudogenes
ALYREF	ALY, BEF, ALY/REF, REF	17q25.3	10189	RNA binding motif containing|THO complex
AMACR	RACE	5p13.2	23600	
AMBN		4q21	258	
